block_group,avg_cost_per_mbps,max_cost_per_mbps,number_of_addresses,holc_grade
60372172002,1.47463768115942,11.0,23,E
60372172003,1.208472222222222,11.0,40,B
60372172004,0.2578125000000001,1.1,32,B
60372181101,0.6722222222222226,2.2,42,C
60372181102,40.233645833333334,71.61458333333333,20,C
60372181201,0.8876388888888892,3.0555555555555554,40,C
60372181202,6.484210526315789,11.0,19,C
60372181203,0.9166666666666666,2.2,14,C
60372182101,0.6581196581196581,3.0555555555555554,13,C
60372182102,0.43266666666666675,1.1,25,C
60372182103,4.127673611111112,71.61458333333333,20,C
60372182201,0.44637681159420295,2.2,23,C
60372182202,0.40158730158730177,2.2,42,C
60372182203,5.734455128205131,71.61458333333333,13,C
60372183001,1.0290322580645164,11.0,31,C
60372183002,8.442982456140351,55.0,19,C
60372183003,13.357720588235296,71.61458333333333,17,C
60372183004,2.30576923076923,55.0,26,C
60372183005,3.933518518518519,55.0,30,C
60372184001,0.26551724137931043,2.2,29,C
60372184002,0.25055555555555553,2.2,30,C
60372184003,0.18333333333333324,0.18333333333333332,22,C
60372184004,5.166666666666663,55.0,11,C
60372185001,0.41351851851851856,3.0555555555555554,30,C
60372185002,0.2514285714285715,1.1,35,C
60372186001,0.8298245614035086,1.1,19,C
60372186002,0.5092592592592593,2.2,18,C
60372186003,0.5786458333333334,0.7333333333333333,32,C
60372187011,8.956597222222218,71.61458333333333,28,C
60372187012,0.46269841269841283,3.0555555555555554,28,C
60372187021,8.541176470588235,55.0,17,C
60372187022,6.364285714285714,11.0,14,C
60372188001,2.572988505747127,55.0,29,C
60372188002,1.0298353909465023,3.0555555555555554,27,C
60372189001,5.622222222222222,11.0,36,C
60372189002,2.2977777777777777,5.5,15,C
60372189003,6.282222222222221,11.0,15,C
60372190101,0.5156250000000001,5.5,32,C
60372190102,0.8196078431372549,11.0,34,C
60372190201,0.19052287581699356,0.55,51,C
60372190202,1.0388888888888894,2.2,36,C
60372190203,0.6217391304347827,2.2,23,E
60372193001,2.2475308641975293,55.0,27,C
60372193002,10.283166666666668,71.61458333333333,25,C
60372193003,2.048275862068964,11.0,29,C
60372195001,1.3820987654320982,11.0,27,E
60372195002,20.278703703703687,55.0,36,E
60372197001,0.24803921568627452,1.1,34,C
60372197002,38.92867647058823,71.61458333333333,17,C
60372197003,13.472868217054254,71.61458333333333,43,E
60372198001,0.28039215686274516,0.7333333333333333,17,C
60372198002,0.8814102564102566,2.2,26,C
60372198003,0.47361111111111104,1.1,24,C
60372199011,2.965945512820515,71.61458333333333,26,C
60372199012,0.25384615384615394,1.1,26,C
60372199013,8.621679687500002,71.61458333333333,32,C
60372199021,0.23375000000000004,2.2,40,C
60372199022,3.838172043010754,55.0,31,E
60372199023,12.088541666666666,71.61458333333333,18,C
60372200001,7.435185185185186,55.0,36,C
60372200002,2.1016995614035086,71.61458333333333,38,E
60372200003,0.2215277777777778,1.1,24,E
60372200004,0.18333333333333324,0.18333333333333332,22,C
60372200005,3.279629629629627,55.0,18,C
60372201001,0.44400000000000006,1.1,25,E
60372201002,0.18333333333333326,0.18333333333333332,15,E
60372201003,0.6308823529411767,1.1,34,E
60372211101,10.379487179487178,55.0,13,D
60372211102,1.0068783068783071,3.0555555555555554,21,D
60372211201,0.5499999999999999,1.1,16,D
60372211202,4.957333333333333,55.0,25,D
60372212101,7.188596491228072,55.0,19,D
60372212102,5.220870870870871,55.0,37,C
60372212201,1.5714285714285714,3.0555555555555554,14,D
60372212202,2.3884259259259264,11.0,36,E
60372213021,3.5807291666666665,11.0,32,C
60372213022,7.817521367521367,55.0,26,C
60372213031,7.9311594202898545,11.0,23,C
60372213032,4.1697154471544735,55.0,82,C
60372213041,4.253333333333333,11.0,15,C
60372213042,7.1081871345029235,11.0,19,C
60372214011,2.5472222222222216,5.5,22,C
60372214012,3.7935897435897443,11.0,13,C
60372214021,5.866666666666666,11.0,18,C
60372214022,3.1224867724867726,11.0,21,C
60372215001,2.561352657004831,11.0,23,C
60372215002,1.3283625730994155,3.0555555555555554,19,C
60372216011,11.034920634920635,55.0,28,D
60372216012,2.801944444444444,11.0,20,C
60372216021,4.700241545893719,11.0,23,D
60372216022,10.914444444444442,55.0,65,D
60372217101,3.9689189189189196,11.0,37,D
60372217102,1.0247863247863245,3.0555555555555554,13,D
60372218101,7.731646825396824,71.61458333333333,21,C
60372218102,4.427848101265822,11.0,79,C
60372218201,33.0,55.0,2,C
60372218202,1.0482905982905981,3.0555555555555554,13,C
60372219001,7.333333333333334,11.0,16,C
60372219002,0.18333333333333332,0.18333333333333332,12,C
60372220011,2.049572649572649,5.5,26,D
60372220012,2.116666666666667,55.0,33,D
60372220021,1.3750000000000002,5.5,10,D
60372220022,0.2991228070175439,0.7333333333333333,19,D
60372220023,0.18333333333333324,0.18333333333333332,18,D
60372220024,0.7562500000000002,5.5,32,D
60372221001,0.8462962962962965,3.0555555555555554,33,C
60372221002,2.5268115942028992,11.0,23,C
60372221003,0.7104166666666666,1.1,16,C
60372222001,3.4743464052287583,11.0,34,C
60372222002,1.6805555555555551,5.5,26,C
60372225001,2.31,5.5,10,D
60372225002,0.9166666666666669,11.0,22,D
60372225003,4.415942028985508,11.0,23,D
60372226001,7.204999999999998,55.0,10,D
60372226002,18.20866666666667,55.0,25,D
60372226003,0.18333333333333326,0.18333333333333332,15,D
60372227001,15.88888888888889,55.0,9,E
60372240101,4.732558139534882,11.0,43,E
60372240102,2.5210922787193963,11.0,59,E
60372240201,4.083333333333335,11.0,22,E
60372240202,1.827222222222223,5.5,30,D
60372242001,5.052666666666666,11.0,25,C
60372242002,9.62962962962963,55.0,66,C
60372243101,1.1733333333333331,2.2,10,C
60372243102,9.459999999999999,11.0,10,C
60372243201,1.7836805555555555,11.0,16,C
60372243202,8.25,11.0,12,C
60372244101,5.1915343915343914,11.0,21,C
60372244102,8.512777777777778,55.0,20,C
60372244201,9.379918981481483,71.61458333333333,12,D
60372244202,5.394636015325669,11.0,58,C
60372246001,7.134057971014493,55.0,23,D
60372246002,4.90925925925926,11.0,27,D
60372260011,3.4980842911877392,11.0,29,E
60372260021,15.023170289855072,71.61458333333333,115,E
60372260022,27.51273148148148,71.61458333333333,9,E
60372264101,3.9958031400966165,71.61458333333333,23,D
60372264102,1.882804232804233,11.0,21,D
60372264201,1.4452777777777783,11.0,20,D
60372264202,6.175132275132274,55.0,21,D
60372264203,1.097555555555556,3.0555555555555554,25,D
60372270101,4.014999999999997,55.0,40,D
60372270102,39.35496794871795,71.61458333333333,13,D
60372270201,0.7265432098765433,1.1,27,D
60372270202,0.8479166666666665,1.1,16,D
60372281001,6.041269841269842,55.0,21,E
60372281002,0.709677419354839,1.1,31,D
60372281003,0.7608333333333331,1.1,20,E
60372282101,1.3583333333333336,11.0,22,D
60372282102,0.72741935483871,1.1,31,D
60372282201,0.9166666666666666,1.1,10,D
60372282202,0.7333333333333332,1.1,15,D
60372282203,0.9871794871794871,1.1,13,D
60372283101,6.875,55.0,20,D
60372283102,1.5400000000000003,5.5,15,D
60372283103,7.295138888888889,11.0,16,D
60372283201,0.9865079365079364,3.0555555555555554,7,D
60372283202,3.0555555555555554,3.0555555555555554,8,D
60372284101,1.0633333333333332,1.1,10,D
60372284102,1.2527777777777778,5.5,12,D
60372284201,5.398148148148149,11.0,12,D
60372284202,1.729444444444445,5.5,30,D
60372285001,1.986111111111111,5.5,22,D
60372285002,2.272222222222222,11.0,33,D
60372285003,1.2666666666666666,3.0555555555555554,11,D
60372286001,0.7887152777777782,3.0555555555555554,32,D
60372286002,1.8753472222222223,5.5,32,D
60372287101,0.8439939939939943,3.0555555555555554,37,D
60372287102,1.1584541062801936,3.0555555555555554,23,D
60372287201,1.0354938271604937,3.0555555555555554,18,D
60372287202,1.038888888888889,3.0555555555555554,16,D
60372287203,0.916666666666667,1.1,28,D
60372288001,16.150793650793652,55.0,7,D
60372288002,0.77,1.1,10,D
60372288003,0.9246376811594206,2.2,23,E
60372289001,10.807936507936509,55.0,21,D
60372289002,30.12013888888889,71.61458333333333,9,E
60372291001,0.8291666666666672,2.2,44,D
60372291002,0.7142361111111113,3.0555555555555554,32,D
60372292001,0.9854166666666667,5.5,24,D
60372292002,0.6628205128205132,1.1,39,D
60372293001,5.925925925925924,55.0,33,D
60372293002,3.3865740740740744,11.0,24,D
60372293003,1.7966666666666669,11.0,25,D
60372294101,0.8922222222222225,5.5,30,D
60372294102,4.24722222222222,55.0,28,D
60372294201,0.539814814814815,2.2,36,D
60372294202,3.468468468468468,11.0,37,D
60372311001,4.661904761904762,11.0,7,D
60372311002,13.590729166666666,71.61458333333333,20,D
60372312101,0.18333333333333326,0.18333333333333332,15,C
60372312102,18.252361111111114,71.61458333333333,20,C
60372312201,22.486538461538455,71.61458333333333,13,C
60372312202,70.23003472222223,71.61458333333333,12,E
60372314001,22.75226449275363,71.61458333333333,23,C
60372314002,0.9945833333333338,2.2,40,C
60372314003,1.1065476190476193,2.2,28,C
60372315001,2.2071059431524547,11.0,43,C
60372315002,0.8666666666666668,1.1,22,C
60372315003,1.9249999999999998,11.0,18,C
60372317101,15.473333333333334,55.0,5,C
60372317102,25.727777777777778,55.0,12,C
60372317103,13.588235294117647,55.0,17,C
60372317201,11.0,11.0,18,C
60372317202,9.748095238095239,11.0,70,C
60372317203,2.5462962962962967,11.0,18,C
60372318001,7.115079365079366,11.0,14,C
60372318002,0.9376736111111115,3.0555555555555554,32,C
60372318003,4.666666666666667,11.0,11,C
60372321101,10.75,11.0,22,C
60372321102,14.39166666666667,55.0,20,C
60372321201,12.853703703703705,55.0,9,C
60372321202,0.5703703703703704,1.1,18,C
60372321203,9.85,11.0,33,C
60372322001,31.922916666666662,71.61458333333333,5,C
60372322002,14.499702380952382,71.61458333333333,14,C
60372322003,0.8653333333333335,2.2,25,C
60372323001,6.2479166666666615,71.61458333333333,33,C
60372323002,1.1141025641025644,2.2,26,C
60372323003,9.877083333333331,71.61458333333333,22,C
60372325001,0.8837606837606842,1.1,39,C
60372325002,0.39032258064516145,2.2,31,C
60372325003,0.23974358974358978,0.55,26,C
60372325004,0.18333333333333332,0.18333333333333332,27,C
60372328001,3.5991228070175434,11.0,19,C
60372328002,15.431294802867384,71.61458333333333,31,C
60372342001,0.18333333333333335,0.18333333333333332,34,E
60372342002,1.8253623188405796,11.0,23,A
60372342003,5.562857142857143,11.0,35,E
60372345011,3.216820987654321,11.0,36,C
60372345012,4.73611111111111,11.0,46,B
60372345021,0.23086419753086423,1.1,27,C
60372345022,0.2152173913043478,0.55,23,C
60372345023,4.1078125000000005,71.61458333333333,36,B
60372346001,0.45375000000000004,1.1,40,C
60372346002,0.3797619047619048,1.1,28,B
60372346003,0.34301075268817205,0.7333333333333333,31,B
60372346004,2.3078431372549026,11.0,51,B
60372347001,0.1833333333333333,0.18333333333333332,25,C
60372347002,0.26736111111111116,2.2,24,C
60372347003,4.918115942028986,55.0,23,C
60372347004,11.718504901960785,71.61458333333333,17,C
60372348001,0.18333333333333326,0.18333333333333332,23,C
60372348002,2.828935185185187,71.61458333333333,27,C
60372348003,0.1833333333333333,0.18333333333333332,26,D
60372348004,0.18333333333333332,0.18333333333333332,29,C
60372349011,20.428776041666666,71.61458333333333,16,C
60372349012,44.48125,71.61458333333333,15,C
60372349021,34.51440972222222,71.61458333333333,12,D
60372349022,0.1833333333333333,0.18333333333333332,26,C
60372349023,68.84548611111113,71.61458333333333,12,C
60372351001,0.5284313725490196,11.0,34,C
60372351002,0.2037037037037038,0.55,36,C
60372351003,0.2488095238095238,1.1,28,B
60372351004,14.480877976190476,71.61458333333333,28,B
60372352011,0.5696428571428571,11.0,28,C
60372352012,9.63448275862069,55.0,29,B
60372352013,0.18333333333333332,0.18333333333333332,29,C
60372352021,65.03309294871794,71.61458333333333,26,D
60372352022,7.007545045045049,71.61458333333333,37,B
60372352023,3.754895833333335,71.61458333333333,20,A
60372362031,33.628571428571426,55.0,7,E
60372362032,1.5935897435897444,2.2,39,E
60372362041,9.923123123123123,55.0,37,E
60372362042,1.997111111111112,3.0555555555555554,25,E
60372364001,3.405555555555557,55.0,33,E
60372364002,0.8414529914529917,5.5,39,E
60372364003,9.18792270531401,55.0,23,E
60372371011,6.015625,11.0,16,C
60372371012,0.488888888888889,1.1,24,C
60372371013,4.390542328042329,11.0,84,C
60372371014,0.6628205128205129,1.1,13,C
60372371021,3.4099999999999993,11.0,25,C
60372371022,1.7565079365079361,5.5,35,C
60372372011,9.552976190476192,71.61458333333333,21,C
60372372012,1.2198717948717948,11.0,26,C
60372372013,0.18333333333333324,0.18333333333333332,21,C
60372372021,0.18333333333333326,0.18333333333333332,15,C
60372372022,0.2512345679012346,1.1,27,E
60372372023,0.4631578947368422,5.5,19,C
60372372024,4.161111111111111,55.0,33,E
60372373001,0.6416666666666668,11.0,28,C
60372373002,0.18333333333333335,0.18333333333333332,34,C
60372373003,12.219821428571427,71.61458333333333,35,C
60372373004,0.18333333333333335,0.18333333333333332,33,C
60372373005,0.7842592592592594,11.0,18,C
60372374011,0.18333333333333326,0.18333333333333332,24,C
60372374012,2.229423868312756,11.0,27,C
60372374013,0.18333333333333332,0.18333333333333332,29,C
60372374021,1.0694444444444446,5.5,24,C
60372374022,0.1833333333333333,0.18333333333333332,25,C
60372374023,0.7480842911877396,5.5,29,C
60372375001,2.276388888888889,11.0,32,C
60372375002,2.452592592592593,3.0555555555555554,15,C
60372376001,4.787037037037037,55.0,24,C
60372376002,3.859649122807018,11.0,19,C
60372376003,5.98015873015873,11.0,14,C
60372376004,2.7805555555555563,5.5,12,C
60372377101,0.18333333333333335,0.18333333333333332,32,C
60372377102,4.621527777777777,11.0,32,C
60372377201,0.18333333333333324,0.18333333333333332,19,C
60372377202,7.072592592592593,55.0,30,C
60372378001,2.492911877394636,11.0,29,C
60372378002,3.6666666666666674,11.0,27,C
60372378003,0.988562091503268,11.0,17,E
60372378004,0.4046546546546548,5.5,37,B
60372379001,0.3397058823529412,5.5,34,B
60372379002,0.5213541666666668,11.0,32,B
60372379003,0.1833333333333333,0.18333333333333332,25,B
60372379004,0.5993589743589746,11.0,26,B
60372380001,1.0770833333333334,11.0,24,B
60372380002,1.58623188405797,11.0,23,B
60372380003,0.3177777777777779,2.2,30,B
60372380004,0.7544871794871795,1.1,26,E
60372380005,58.48046875,71.61458333333333,16,E
60372380006,0.2130630630630631,0.7333333333333333,37,B
60372381001,2.167534722222223,71.61458333333333,36,B
60372381002,5.403968253968254,55.0,21,B
60372381003,3.040583333333334,71.61458333333333,25,B
60372381004,0.18333333333333335,0.18333333333333332,33,B
60372382001,0.48228228228228237,5.5,37,B
60372382002,5.011111111111112,55.0,18,C
60372382003,2.298717948717947,11.0,26,B
60372382004,0.4756756756756757,11.0,37,B
60372383101,5.110416666666668,11.0,24,C
60372383102,7.318666666666667,11.0,25,C
60372383201,9.35,11.0,20,C
60372383202,14.384615384615385,55.0,13,C
60372383203,19.659226190476186,71.61458333333333,7,C
60372384001,21.143995098039216,71.61458333333333,17,B
60372384002,19.606089743589735,71.61458333333333,39,B
60372384003,34.29642857142856,71.61458333333333,28,B
60372384004,7.589035087719301,55.0,38,E
60372392011,5.988888888888891,11.0,15,C
60372392012,3.8761904761904753,11.0,14,C
60372392013,9.283159722222223,71.61458333333333,12,C
60372392021,9.335897435897438,55.0,52,E
60372392022,3.4374999999999996,11.0,8,C
60372392023,0.7447916666666667,1.1,16,C
60372393101,10.615972222222222,71.61458333333333,11,C
60372393102,6.99561403508772,11.0,19,C
60372393103,15.132161458333332,71.61458333333333,16,C
60372393201,5.591666666666668,11.0,22,C
60372393202,8.5,11.0,22,C
60372393301,39.78078703703703,71.61458333333333,9,E
60372393302,23.84097222222222,71.61458333333333,15,C
60372395011,0.8666666666666668,1.1,22,C
60372395012,0.49607843137254914,5.5,17,C
60372395013,0.18333333333333326,0.18333333333333332,23,C
60372395021,0.817948717948718,1.1,26,C
60372395022,0.38499999999999995,1.1,10,C
60372395023,0.18333333333333324,0.18333333333333332,21,C
60372396011,4.644444444444444,11.0,21,C
60372396012,3.375862068965518,11.0,29,C
60372396021,0.8817460317460317,1.1,21,C
60372396022,11.375396825396827,55.0,21,C
60372397011,0.7401234567901235,1.1,27,C
60372397012,1.3372549019607847,11.0,17,C
60372397021,9.55952380952381,55.0,7,C
60372397022,25.69449404761904,71.61458333333333,14,C
60372397023,0.18333333333333332,0.18333333333333332,9,C
60372398011,0.7652173913043478,1.1,23,C
60372398012,1.080701754385965,2.2,19,C
60372398013,18.98103070175439,71.61458333333333,19,C
60372398021,3.892395833333334,71.61458333333333,20,C
60372398022,15.036029411764707,71.61458333333333,17,C
60372398023,8.120138888888889,71.61458333333333,9,C
60372398024,11.072187500000002,71.61458333333333,20,C
60372400101,59.036607142857136,71.61458333333333,7,C
60372400102,13.170833333333336,71.61458333333333,11,C
60372400201,8.51452380952381,71.61458333333333,35,C
60372400202,0.18333333333333335,0.18333333333333332,31,C
60372400203,0.796354166666667,1.1,32,C
60372402001,45.71875,71.61458333333333,17,C
60372402002,5.277540650406506,71.61458333333333,41,C
60372402003,24.408159722222223,71.61458333333333,12,C
60372404011,0.6416666666666667,5.5,28,C
60372404012,3.274537037037037,11.0,24,C
60372404013,3.1804347826086947,11.0,23,C
60372404021,1.7526666666666662,11.0,25,C
60372404022,0.4155555555555556,1.1,30,C
60372404023,0.4473333333333334,1.1,25,B
60372405001,0.43717948717948735,1.1,26,C
60372405002,7.165277777777778,11.0,24,C
60372405003,2.4880952380952372,11.0,21,C
60372405004,2.729629629629629,11.0,18,C
60372406001,1.5529411764705885,5.5,17,C
60372406002,0.9166666666666665,1.1,15,C
60372406003,0.8904761904761909,2.2,28,C
60372406004,3.0524999999999998,11.0,20,C
60372407001,29.0503125,71.61458333333333,20,C
60372407002,0.18333333333333324,0.18333333333333332,18,E
60372407003,0.18333333333333335,0.18333333333333332,34,C
60372407004,4.536709770114943,71.61458333333333,29,C
60372407005,1.1,2.2,23,E
60372408001,22.740570175438595,71.61458333333333,19,C
60372408002,3.142227564102565,71.61458333333333,26,C
60372408003,0.7726190476190478,1.1,28,C
60372410011,13.116517857142858,71.61458333333333,14,C
60372410012,13.56666666666667,55.0,9,C
60372410013,1.1071895424836602,3.0555555555555554,17,D
60372410021,23.522812499999997,71.61458333333333,20,C
60372410022,0.18333333333333332,0.18333333333333332,2,D
60372410023,20.884134615384617,71.61458333333333,13,D
60372411101,0.7537037037037039,1.1,18,C
60372411102,0.7944444444444445,1.1,18,C
60372411201,4.526923076923077,11.0,13,C
60372411202,0.9379227053140099,3.0555555555555554,23,C
60372411203,1.388095238095238,5.5,7,C
60372411204,0.9981481481481482,11.0,18,C
60372412011,1.1073333333333337,3.0555555555555554,25,B
60372412012,1.8042328042328037,5.5,21,B
60372412013,0.6966666666666665,1.1,10,C
60372412021,1.2551282051282049,5.5,26,B
60372412022,0.3082125603864733,3.0555555555555554,23,B
60372412023,7.223333333333334,11.0,10,C
60372412024,3.0743589743589745,11.0,13,B
60372412025,1.1407407407407408,3.0555555555555554,9,B
60372413001,8.341666666666665,55.0,10,E
60372413002,3.693827160493827,11.0,27,E
60372414001,4.098809523809524,55.0,14,C
60372414002,9.535030864197532,71.61458333333333,27,C
60372420001,9.923958333333333,71.61458333333333,22,D
60372420002,4.752261904761904,71.61458333333333,35,E
60372420003,64.96875,71.61458333333333,10,D
60372421001,10.738095238095237,11.0,42,E
60372423001,19.844196428571433,71.61458333333333,28,D
60372423002,1.4666666666666672,11.0,15,E
60372423003,26.298511904761906,71.61458333333333,14,D
60372426001,1.1733333333333333,2.2,5,E
60372426002,71.61458333333333,71.61458333333333,7,D
60372426003,71.61458333333333,71.61458333333333,1,D
60372427001,37.979791666666664,71.61458333333333,10,D
60372427002,65.38411458333331,71.61458333333333,8,E
60372427003,18.041145833333335,71.61458333333333,12,E
60372431001,0.18333333333333335,0.18333333333333332,34,E
60372431002,22.505598958333334,71.61458333333333,16,D
60372431003,9.195089285714287,71.61458333333333,14,E
60372611021,3.370512820512821,5.5,13,E
60372612002,36.17395833333333,71.61458333333333,2,A
60372621001,71.61458333333333,71.61458333333333,1,A
60372621002,71.61458333333333,71.61458333333333,1,A
60372651002,58.322916666666664,71.61458333333333,5,E
60372679011,4.610727969348659,11.0,29,E
60372679012,3.9722222222222223,5.5,8,E
60372679022,5.286111111111111,11.0,8,A
60372679023,4.984375,11.0,16,A
60372690001,9.577638888888888,71.61458333333333,15,E
60372690002,13.933333333333334,55.0,19,A
60372690003,4.60906432748538,11.0,19,B
60372690004,3.7685185185185195,11.0,27,E
60372690005,1.3480392156862748,5.5,17,E
60372691001,0.8388888888888891,11.0,33,E
60372691002,0.6023809523809524,2.2,7,C
60372691003,4.041666666666665,11.0,22,E
60372691004,3.3192982456140347,11.0,19,C
60372693001,30.134210526315787,55.0,19,E
60372693002,5.4320987654321,55.0,27,A
60372693003,1.8577777777777769,11.0,30,E
60372693004,13.780208333333338,71.61458333333333,22,B
60372693005,0.8580000000000001,2.2,25,B
60372695001,1.8027777777777778,11.0,30,E
60372695002,0.18333333333333332,0.18333333333333332,29,E
60372695003,0.18333333333333343,0.18333333333333332,48,E
60372695004,0.18333333333333338,0.18333333333333332,36,E
60372696011,29.932638888888874,71.61458333333333,33,C
60372696012,5.664999999999998,55.0,10,C
60372696013,15.964322916666669,71.61458333333333,8,E
60372696021,5.919047619047619,11.0,14,C
60372696022,10.124074074074073,55.0,12,E
60372697001,10.5,11.0,22,C
60372697002,4.375555555555556,5.5,10,C
60372697003,0.5630952380952382,5.5,28,C
60372697004,3.361111111111112,11.0,27,C
60372698001,0.8494444444444448,2.2,30,B
60372698002,2.0709876543209873,11.0,18,C
60372699031,3.2266666666666666,11.0,20,D
60372699052,2.3448813982521823,5.5,89,C
60372699061,5.428837719298245,71.61458333333333,19,C
60372699071,5.6608187134502925,11.0,19,C
60372702001,1.4011904761904754,11.0,28,D
60372702002,1.6429487179487177,11.0,26,C
60372702003,2.4722222222222214,11.0,33,C
60372703001,9.76861111111111,71.61458333333333,15,C
60372703002,0.2994444444444445,0.7333333333333333,30,E
60372711001,1.8791666666666667,2.2,8,E
60372717021,1.3953703703703704,3.0555555555555554,6,E
60372717023,1.0354938271604939,3.0555555555555554,18,E
60372718011,2.525925925925926,11.0,18,E
60372718012,31.922916666666662,71.61458333333333,5,E
60372731002,0.18333333333333332,0.18333333333333332,1,C
60372731003,2.9791666666666665,11.0,4,E
60372732001,3.0555555555555554,3.0555555555555554,1,D
60372732002,1.2680555555555555,3.0555555555555554,4,D
60372732003,4.558888888888889,11.0,5,D
60372732004,3.086111111111111,5.5,4,D
60372733001,3.0555555555555554,3.0555555555555554,3,D
60372733002,0.55,0.55,1,D
60372733003,37.33506944444444,71.61458333333333,2,D
60372736001,0.55,0.55,2,D
60372737002,4.277777777777778,11.0,3,C
60372737003,3.0555555555555554,3.0555555555555554,1,C
60372738001,1.6041666666666667,5.5,4,E
60372739021,3.0555555555555554,3.0555555555555554,1,D
60372739025,71.61458333333333,71.61458333333333,1,E
60372741001,71.61458333333333,71.61458333333333,1,E
60372741002,6.401388888888889,11.0,4,D
60372742022,55.0,55.0,1,E
60372751011,55.0,55.0,1,C
60372751021,11.0,11.0,1,C
60372760001,3.612345679012348,55.0,27,E
60372760002,2.310852713178296,11.0,43,E
60372760003,4.533446712018139,55.0,49,E
60372760004,0.48238770685579213,11.0,47,E
60372760005,2.9543402777777787,11.0,32,E
60372764001,0.18333333333333335,0.18333333333333332,32,E
60372764002,0.18333333333333338,0.18333333333333332,36,E
60372764003,0.2234375000000001,1.1,32,E
60372764004,0.1833333333333333,0.18333333333333332,26,E
60372764005,0.18333333333333326,0.18333333333333332,23,E
60372765001,2.980843495934961,71.61458333333333,41,E
60372765002,6.3947463768115975,71.61458333333333,23,E
60372766011,7.892881944444446,71.61458333333333,12,E
60372766012,18.853869047619053,71.61458333333333,28,E
60372766013,1.8333333333333333,2.2,18,E
60372770001,0.42916666666666675,11.0,44,E
60372770002,0.23157894736842102,1.1,19,E
60372770003,40.138172043010755,71.61458333333333,31,E
60372770004,0.18333333333333332,0.18333333333333332,28,E
60372770005,0.5438888888888889,11.0,30,E
60372771001,1.0567750677506762,11.0,41,E
60372771002,0.18333333333333335,0.18333333333333332,33,E
60372771003,0.1833333333333334,0.18333333333333332,45,E
60372772001,1.6097560975609764,5.5,41,E
60372772002,6.968894675925923,71.61458333333333,48,E
60372774001,33.0,55.0,2,E
60372774002,7.333333333333333,11.0,3,E
60372780011,1.602173913043479,11.0,46,E
60372780012,0.7993993993993996,3.0555555555555554,37,E
60372911101,14.993916666666667,71.61458333333333,25,E
60372911102,5.280000000000002,55.0,15,E
60372911201,67.41274509803921,71.61458333333333,17,E
60372911301,61.04166666666666,71.61458333333333,11,E
60372911302,0.18333333333333332,0.18333333333333332,2,E
60372942002,0.18333333333333332,0.18333333333333332,1,D
60372949001,3.0555555555555554,3.0555555555555554,1,E
60372951032,0.55,0.55,2,E
60372962202,7.333333333333333,11.0,3,D
60372962203,3.0555555555555554,3.0555555555555554,2,D
60372963001,11.0,11.0,1,E
60372964011,24.482638888888886,71.61458333333333,3,E
60372964021,1.1,1.1,1,D
60372964022,71.61458333333333,71.61458333333333,1,E
60372969021,9.166666666666666,11.0,3,D
60372969022,13.603333333333333,55.0,5,C
60372969023,0.18333333333333332,0.18333333333333332,1,C
60372971101,11.0,11.0,2,D
60372971201,3.0555555555555554,3.0555555555555554,1,D
60372972011,0.55,0.55,1,D
60372972012,0.6722222222222222,0.7333333333333333,3,D
60372972021,4.277777777777778,11.0,3,C
60372972022,11.0,11.0,1,C
60372972023,5.775,11.0,2,C
60372973001,1.8791666666666669,5.5,4,E
60372974001,71.61458333333333,71.61458333333333,1,E
60372974002,54.42135416666666,71.61458333333333,8,E
60372974003,71.61458333333333,71.61458333333333,2,E
60372976021,0.18333333333333332,0.18333333333333332,1,D
60372976022,11.0,11.0,1,D
60379800091,36.80416666666667,71.61458333333333,7,E
60379800101,25.80516304347826,71.61458333333333,46,E
60379800141,0.5041666666666667,0.7333333333333333,4,E
60379800281,42.42719298245615,71.61458333333333,19,E
